GC100m;Year;Total population in cell
3623350N4475850E;2011;10-15
3623350N4475950E;2011;67
3623350N4476050E;2011;150
3623350N4476150E;2011;51
3623350N4476350E;2011;26
3623350N4476450E;2011;24
3623350N4476550E;2011;31
3623350N4476650E;2011;30
3623350N4476750E;2011;35
3623350N4476850E;2011;27
3623350N4476950E;2011;49
3623350N4477050E;2011;47
3623350N4477150E;2011;15-20
3623350N4477250E;2011;47
3623350N4477350E;2011;37
3623350N4477450E;2011;35
3623350N4477550E;2011;166
3623350N4477650E;2011;72
3623350N4477750E;2011;62
3623350N4477850E;2011;47
3623350N4477950E;2011;40
3623350N4478050E;2011;77
3623350N4478150E;2011;15-20
3623350N4478250E;2011;31
3623350N4478350E;2011;54
3623350N4478450E;2011;45
3623350N4478550E;2011;37
3623350N4478650E;2011;30
3623350N4478750E;2011;42
3623350N4478850E;2011;47
3623350N4478950E;2011;97
3623350N4479050E;2011;15-20
3623350N4479150E;2011;10-15
3623350N4479250E;2011;90
3623350N4479350E;2011;108
3623350N4479450E;2011;123
3623350N4479550E;2011;89
3623350N4479650E;2011;106
3623350N4479750E;2011;111
3623350N4479850E;2011;74
3623350N4479950E;2011;80
3623350N4480050E;2011;153
3623350N4480150E;2011;230
3623350N4480250E;2011;455
3623350N4480350E;2011;254
3623350N4480450E;2011;202
3623350N4480550E;2011;125
3623350N4480650E;2011;140
3623350N4480750E;2011;64
3623350N4480850E;2011;240
3623350N4480950E;2011;289
3623350N4481050E;2011;152
3623350N4481150E;2011;55
3623350N4481250E;2011;114
3623350N4481650E;2011;195
3623350N4481750E;2011;263
3623350N4481850E;2011;215
3623350N4481950E;2011;303
3623350N4482050E;2011;209
3623350N4482150E;2011;250
3623350N4482250E;2011;272
3623350N4482350E;2011;113
3623350N4482650E;2011;5-10
3623350N4482850E;2011;214
3623350N4482950E;2011;23
3623350N4483450E;2011;5-10
3623350N4483550E;2011;162
3623350N4483650E;2011;243
3623350N4483750E;2011;168
3623350N4483850E;2011;73
3623350N4483950E;2011;128
3623350N4484050E;2011;170
3623350N4484250E;2011;10-15
3623350N4484350E;2011;5-10
3623450N4474550E;2011;1-5
3623450N4474650E;2011;5-10
3623450N4474750E;2011;5-10
3623450N4474850E;2011;24
3623450N4474950E;2011;30
3623450N4475050E;2011;32
3623450N4475150E;2011;29
3623450N4475250E;2011;38
3623450N4475350E;2011;31
3623450N4475450E;2011;34
3623450N4475550E;2011;30
3623450N4475650E;2011;32
3623450N4475750E;2011;23
3623450N4475850E;2011;20
3623450N4475950E;2011;34
3623450N4476050E;2011;51
3623450N4476150E;2011;5-10
3623450N4476250E;2011;5-10
3623450N4476350E;2011;40
3623450N4476450E;2011;21
3623450N4476550E;2011;29
3623450N4476650E;2011;39
3623450N4476750E;2011;21
3623450N4476850E;2011;43
3623450N4476950E;2011;43
3623450N4477050E;2011;30
3623450N4477150E;2011;98
3623450N4477250E;2011;46
3623450N4477350E;2011;41
3623450N4477450E;2011;110
3623450N4477550E;2011;181
3623450N4477650E;2011;35
3623450N4477750E;2011;42
3623450N4477850E;2011;36
3623450N4477950E;2011;43
3623450N4478050E;2011;27
3623450N4478150E;2011;5-10
3623450N4478250E;2011;66
3623450N4478350E;2011;118
3623450N4478450E;2011;83
3623450N4478550E;2011;53
3623450N4478650E;2011;42
3623450N4478750E;2011;33
3623450N4478850E;2011;123
3623450N4478950E;2011;219
3623450N4479050E;2011;215
3623450N4479150E;2011;166
3623450N4479250E;2011;1-5
3623450N4479350E;2011;137
3623450N4479450E;2011;191
3623450N4479550E;2011;219
3623450N4479650E;2011;95
3623450N4479750E;2011;84
3623450N4479850E;2011;65
3623450N4479950E;2011;52
3623450N4480050E;2011;124
3623450N4480150E;2011;231
3623450N4480250E;2011;412
3623450N4480350E;2011;147
3623450N4480450E;2011;248
3623450N4480550E;2011;233
3623450N4480650E;2011;118
3623450N4480750E;2011;249
3623450N4480850E;2011;214
3623450N4480950E;2011;345
3623450N4481050E;2011;66
3623450N4481650E;2011;112
3623450N4481750E;2011;308
3623450N4481850E;2011;362
3623450N4481950E;2011;334
3623450N4482050E;2011;281
3623450N4482150E;2011;284
3623450N4482250E;2011;328
3623450N4482350E;2011;401
3623450N4482450E;2011;46
3623450N4482750E;2011;395
3623450N4482850E;2011;538
3623450N4482950E;2011;217
3623450N4483050E;2011;37
3623450N4483450E;2011;38
3623450N4483550E;2011;402
3623450N4483650E;2011;193
3623450N4483750E;2011;135
3623450N4483850E;2011;180
3623450N4483950E;2011;101
3623550N4463350E;2011;1-5
3623550N4467550E;2011;1-5
3623550N4474650E;2011;24
3623550N4474750E;2011;68
3623550N4474850E;2011;66
3623550N4474950E;2011;15-20
3623550N4475050E;2011;25
3623550N4475150E;2011;38
3623550N4475250E;2011;29
3623550N4475350E;2011;32
3623550N4475450E;2011;23
3623550N4475550E;2011;21
3623550N4475650E;2011;33
3623550N4475750E;2011;38
3623550N4475850E;2011;15-20
3623550N4475950E;2011;5-10
3623550N4476050E;2011;25
3623550N4476150E;2011;5-10
3623550N4476250E;2011;24
3623550N4476350E;2011;26
3623550N4476450E;2011;20
3623550N4476550E;2011;38
3623550N4476650E;2011;20
3623550N4476750E;2011;32
3623550N4476850E;2011;47
3623550N4476950E;2011;42
3623550N4477050E;2011;95
3623550N4477150E;2011;65
3623550N4477250E;2011;55
3623550N4477350E;2011;27
3623550N4477450E;2011;160
3623550N4477550E;2011;134
3623550N4477650E;2011;78
3623550N4477750E;2011;40
3623550N4477850E;2011;37
3623550N4477950E;2011;101
3623550N4478050E;2011;115
3623550N4478150E;2011;60
3623550N4478250E;2011;56
3623550N4478350E;2011;127
3623550N4478450E;2011;123
3623550N4478550E;2011;114
3623550N4478650E;2011;39
3623550N4478750E;2011;45
3623550N4478850E;2011;55
3623550N4478950E;2011;146
3623550N4479050E;2011;109
3623550N4479150E;2011;184
3623550N4479250E;2011;160
3623550N4479350E;2011;10-15
3623550N4479450E;2011;83
3623550N4479550E;2011;106
3623550N4479650E;2011;83
3623550N4479750E;2011;45
3623550N4479850E;2011;93
3623550N4479950E;2011;38
3623550N4480050E;2011;37
3623550N4480150E;2011;278
3623550N4480250E;2011;304
3623550N4480350E;2011;213
3623550N4480450E;2011;186
3623550N4480550E;2011;206
3623550N4480650E;2011;15-20
3623550N4480750E;2011;239
3623550N4480850E;2011;279
3623550N4480950E;2011;297
3623550N4481050E;2011;239
3623550N4481150E;2011;15-20
3623550N4481650E;2011;59
3623550N4481750E;2011;343
3623550N4481850E;2011;45
3623550N4481950E;2011;439
3623550N4482050E;2011;400
3623550N4482150E;2011;160
3623550N4482250E;2011;148
3623550N4482350E;2011;296
3623550N4482450E;2011;273
3623550N4482750E;2011;188
3623550N4482850E;2011;402
3623550N4482950E;2011;291
3623550N4483050E;2011;232
3623550N4483150E;2011;148
3623550N4483550E;2011;22
3623550N4483650E;2011;20
3623550N4483750E;2011;85
3623550N4483850E;2011;130
3623550N4483950E;2011;21
3623550N4485250E;2011;5-10
3623550N4485350E;2011;10-15
3623550N4485450E;2011;5-10
3623550N4485750E;2011;34
3623650N4461450E;2011;1-5
3623650N4463750E;2011;1-5
3623650N4467650E;2011;1-5
3623650N4468550E;2011;1-5
3623650N4472550E;2011;5-10
3623650N4474050E;2011;1-5
3623650N4474650E;2011;5-10
3623650N4474750E;2011;44
3623650N4474850E;2011;40
3623650N4474950E;2011;22
3623650N4475050E;2011;10-15
3623650N4475150E;2011;10-15
3623650N4475250E;2011;24
3623650N4475350E;2011;29
3623650N4475450E;2011;33
3623650N4475550E;2011;45
3623650N4475650E;2011;42
3623650N4475750E;2011;26
3623650N4475850E;2011;10-15
3623650N4475950E;2011;35
3623650N4476050E;2011;10-15
3623650N4476250E;2011;10-15
3623650N4476350E;2011;46
3623650N4476450E;2011;50
3623650N4476550E;2011;23
3623650N4476650E;2011;51
3623650N4476750E;2011;44
3623650N4476850E;2011;45
3623650N4476950E;2011;42
3623650N4477050E;2011;101
3623650N4477150E;2011;63
3623650N4477250E;2011;5-10
3623650N4477350E;2011;35
3623650N4477450E;2011;35
3623650N4477550E;2011;121
3623650N4477650E;2011;160
3623650N4477750E;2011;177
3623650N4477850E;2011;142
3623650N4477950E;2011;125
3623650N4478050E;2011;132
3623650N4478150E;2011;99
3623650N4478250E;2011;145
3623650N4478350E;2011;136
3623650N4478450E;2011;171
3623650N4478550E;2011;195
3623650N4478650E;2011;100
3623650N4478750E;2011;95
3623650N4478850E;2011;50
3623650N4478950E;2011;100
3623650N4479050E;2011;119
3623650N4479150E;2011;125
3623650N4479250E;2011;51
3623650N4479350E;2011;53
3623650N4479450E;2011;10-15
3623650N4479550E;2011;138
3623650N4479650E;2011;107
3623650N4479750E;2011;40
3623650N4479850E;2011;126
3623650N4479950E;2011;36
3623650N4480050E;2011;114
3623650N4480150E;2011;194
3623650N4480250E;2011;252
3623650N4480350E;2011;147
3623650N4480450E;2011;209
3623650N4480550E;2011;25
3623650N4480750E;2011;209
3623650N4480850E;2011;373
3623650N4480950E;2011;177
3623650N4481050E;2011;430
3623650N4481150E;2011;299
3623650N4481550E;2011;10-15
3623650N4481650E;2011;177
3623650N4481750E;2011;147
3623650N4481850E;2011;392
3623650N4481950E;2011;364
3623650N4482050E;2011;242
3623650N4482150E;2011;15-20
3623650N4482250E;2011;246
3623650N4482350E;2011;366
3623650N4482550E;2011;188
3623650N4482850E;2011;158
3623650N4482950E;2011;224
3623650N4483050E;2011;294
3623650N4483150E;2011;264
3623650N4483250E;2011;116
3623650N4483750E;2011;1-5
3623650N4483850E;2011;30
3623650N4484250E;2011;23
3623750N4462950E;2011;1-5
3623750N4472350E;2011;15-20
3623750N4472450E;2011;40
3623750N4472550E;2011;21
3623750N4472650E;2011;5-10
3623750N4474750E;2011;23
3623750N4474850E;2011;22
3623750N4474950E;2011;54
3623750N4475050E;2011;10-15
3623750N4475250E;2011;21
3623750N4475350E;2011;25
3623750N4475450E;2011;40
3623750N4475550E;2011;77
3623750N4475650E;2011;86
3623750N4475750E;2011;118
3623750N4475850E;2011;15-20
3623750N4475950E;2011;31
3623750N4476050E;2011;1-5
3623750N4476250E;2011;27
3623750N4476350E;2011;36
3623750N4476450E;2011;39
3623750N4476550E;2011;21
3623750N4476650E;2011;42
3623750N4476750E;2011;42
3623750N4476850E;2011;40
3623750N4476950E;2011;41
3623750N4477050E;2011;182
3623750N4477150E;2011;65
3623750N4477250E;2011;28
3623750N4477350E;2011;44
3623750N4477450E;2011;34
3623750N4477550E;2011;56
3623750N4477650E;2011;47
3623750N4477750E;2011;137
3623750N4477850E;2011;208
3623750N4477950E;2011;48
3623750N4478050E;2011;112
3623750N4478150E;2011;114
3623750N4478250E;2011;109
3623750N4478350E;2011;133
3623750N4478450E;2011;48
3623750N4478550E;2011;50
3623750N4478650E;2011;127
3623750N4478750E;2011;124
3623750N4478850E;2011;254
3623750N4478950E;2011;96
3623750N4479050E;2011;101
3623750N4479150E;2011;85
3623750N4479250E;2011;43
3623750N4479350E;2011;32
3623750N4479450E;2011;35
3623750N4479650E;2011;203
3623750N4479750E;2011;102
3623750N4479850E;2011;42
3623750N4479950E;2011;70
3623750N4480050E;2011;41
3623750N4480150E;2011;52
3623750N4480250E;2011;227
3623750N4480350E;2011;227
3623750N4480450E;2011;181
3623750N4480550E;2011;117
3623750N4480650E;2011;237
3623750N4480750E;2011;299
3623750N4480850E;2011;296
3623750N4480950E;2011;187
3623750N4481050E;2011;499
3623750N4481150E;2011;403
3623750N4481250E;2011;87
3623750N4481450E;2011;15-20
3623750N4481550E;2011;141
3623750N4481650E;2011;242
3623750N4481750E;2011;327
3623750N4481850E;2011;42
3623750N4481950E;2011;278
3623750N4482050E;2011;503
3623750N4482150E;2011;20
3623750N4482250E;2011;30
3623750N4482350E;2011;142
3623750N4482450E;2011;106
3623750N4482550E;2011;311
3623750N4482650E;2011;41
3623750N4482850E;2011;5-10
3623750N4482950E;2011;159
3623750N4483050E;2011;226
3623750N4483150E;2011;50
3623750N4483250E;2011;259
3623750N4483350E;2011;110
3623750N4483450E;2011;10-15
3623750N4483750E;2011;1-5
3623750N4483850E;2011;10-15
3623750N4484150E;2011;5-10
3623850N4463150E;2011;1-5
3623850N4464850E;2011;1-5
3623850N4471050E;2011;1-5
3623850N4472350E;2011;5-10
3623850N4472450E;2011;22
3623850N4472550E;2011;30
3623850N4472650E;2011;63
3623850N4474750E;2011;1-5
3623850N4474850E;2011;45
3623850N4474950E;2011;46
3623850N4475050E;2011;5-10
3623850N4475250E;2011;30
3623850N4475350E;2011;41
3623850N4475450E;2011;34
3623850N4475550E;2011;47
3623850N4475650E;2011;137
3623850N4475750E;2011;96
3623850N4475850E;2011;27
3623850N4475950E;2011;15-20
3623850N4476150E;2011;10-15
3623850N4476250E;2011;34
3623850N4476350E;2011;50
3623850N4476450E;2011;28
3623850N4476550E;2011;34
3623850N4476650E;2011;43
3623850N4476750E;2011;32
3623850N4476850E;2011;43
3623850N4476950E;2011;58
3623850N4477050E;2011;22
3623850N4477150E;2011;98
3623850N4477250E;2011;15-20
3623850N4477350E;2011;48
3623850N4477450E;2011;48
3623850N4477550E;2011;53
3623850N4477650E;2011;49
3623850N4477750E;2011;184
3623850N4477850E;2011;64
3623850N4477950E;2011;63
3623850N4478050E;2011;55
3623850N4478150E;2011;88
3623850N4478250E;2011;112
3623850N4478350E;2011;67
3623850N4478450E;2011;34
3623850N4478550E;2011;42
3623850N4478650E;2011;39
3623850N4478750E;2011;50
3623850N4478850E;2011;71
3623850N4478950E;2011;95
3623850N4479050E;2011;216
3623850N4479150E;2011;37
3623850N4479250E;2011;47
3623850N4479350E;2011;50
3623850N4479450E;2011;49
3623850N4479550E;2011;5-10
3623850N4479750E;2011;104
3623850N4479850E;2011;46
3623850N4479950E;2011;40
3623850N4480050E;2011;49
3623850N4480150E;2011;83
3623850N4480250E;2011;172
3623850N4480350E;2011;291
3623850N4480450E;2011;326
3623850N4480650E;2011;372
3623850N4480750E;2011;188
3623850N4480850E;2011;129
3623850N4480950E;2011;346
3623850N4481050E;2011;390
3623850N4481150E;2011;471
3623850N4481250E;2011;301
3623850N4481450E;2011;190
3623850N4481550E;2011;294
3623850N4481650E;2011;95
3623850N4481750E;2011;195
3623850N4481850E;2011;100
3623850N4481950E;2011;190
3623850N4482050E;2011;293
3623850N4482150E;2011;134
3623850N4482350E;2011;30
3623850N4482450E;2011;157
3623850N4482550E;2011;26
3623850N4482650E;2011;304
3623850N4482750E;2011;76
3623850N4482950E;2011;15-20
3623850N4483050E;2011;208
3623850N4483150E;2011;72
3623850N4483250E;2011;1-5
3623850N4483450E;2011;107
3623850N4483550E;2011;80
3623850N4483650E;2011;5-10
3623850N4483750E;2011;15-20
3623850N4483950E;2011;5-10
3623950N4462950E;2011;5-10
3623950N4463750E;2011;1-5
3623950N4464250E;2011;1-5
3623950N4470550E;2011;1-5
3623950N4471650E;2011;1-5
3623950N4472250E;2011;1-5
3623950N4472350E;2011;15-20
3623950N4472450E;2011;10-15
3623950N4472550E;2011;15-20
3623950N4472650E;2011;67
3623950N4472750E;2011;15-20
3623950N4474250E;2011;5-10
3623950N4474350E;2011;5-10
3623950N4474450E;2011;5-10
3623950N4474550E;2011;28
3623950N4474850E;2011;20
3623950N4474950E;2011;51
3623950N4475050E;2011;30
3623950N4475150E;2011;50
3623950N4475250E;2011;40
3623950N4475350E;2011;48
3623950N4475450E;2011;96
3623950N4475550E;2011;44
3623950N4475650E;2011;152
3623950N4475750E;2011;28
3623950N4475850E;2011;42
3623950N4476050E;2011;1-5
3623950N4476150E;2011;32
3623950N4476250E;2011;33
3623950N4476350E;2011;38
3623950N4476450E;2011;28
3623950N4476550E;2011;42
3623950N4476650E;2011;42
3623950N4476750E;2011;37
3623950N4476850E;2011;51
3623950N4476950E;2011;101
3623950N4477050E;2011;74
3623950N4477150E;2011;10-15
3623950N4477350E;2011;41
3623950N4477450E;2011;38
3623950N4477550E;2011;35
3623950N4477650E;2011;29
3623950N4477750E;2011;48
3623950N4477850E;2011;40
3623950N4477950E;2011;54
3623950N4478050E;2011;45
3623950N4478150E;2011;48
3623950N4478250E;2011;157
3623950N4478350E;2011;64
3623950N4478450E;2011;31
3623950N4478550E;2011;32
3623950N4478650E;2011;46
3623950N4478750E;2011;48
3623950N4478850E;2011;72
3623950N4478950E;2011;101
3623950N4479050E;2011;74
3623950N4479150E;2011;41
3623950N4479250E;2011;37
3623950N4479350E;2011;33
3623950N4479450E;2011;48
3623950N4479550E;2011;10-15
3623950N4479750E;2011;5-10
3623950N4479850E;2011;25
3623950N4479950E;2011;68
3623950N4480050E;2011;173
3623950N4480150E;2011;241
3623950N4480250E;2011;162
3623950N4480350E;2011;161
3623950N4480450E;2011;79
3623950N4480550E;2011;182
3623950N4480650E;2011;204
3623950N4480750E;2011;306
3623950N4480850E;2011;74
3623950N4480950E;2011;121
3623950N4481050E;2011;325
3623950N4481150E;2011;448
3623950N4481250E;2011;87
3623950N4481350E;2011;209
3623950N4481450E;2011;281
3623950N4481550E;2011;316
3623950N4481650E;2011;156
3623950N4481750E;2011;208
3623950N4482050E;2011;15-20
3623950N4482150E;2011;15-20
3623950N4482650E;2011;288
3623950N4482750E;2011;224
3623950N4482850E;2011;50
3623950N4483050E;2011;86
3623950N4483150E;2011;346
3623950N4483450E;2011;146
3623950N4483550E;2011;122
3623950N4483650E;2011;46
3623950N4483750E;2011;141
3623950N4483850E;2011;15-20
3624050N4462850E;2011;5-10
3624050N4464250E;2011;1-5
3624050N4471350E;2011;1-5
3624050N4471650E;2011;1-5
3624050N4472250E;2011;5-10
3624050N4472350E;2011;30
3624050N4472450E;2011;21
3624050N4472550E;2011;15-20
3624050N4472650E;2011;32
3624050N4472750E;2011;22
3624050N4474250E;2011;5-10
3624050N4474350E;2011;57
3624050N4474450E;2011;53
3624050N4474550E;2011;68
3624050N4474650E;2011;1-5
3624050N4474950E;2011;34
3624050N4475050E;2011;23
3624050N4475150E;2011;23
3624050N4475250E;2011;56
3624050N4475350E;2011;44
3624050N4475450E;2011;51
3624050N4475550E;2011;127
3624050N4475650E;2011;117
3624050N4475750E;2011;21
3624050N4475850E;2011;15-20
3624050N4476050E;2011;10-15
3624050N4476150E;2011;41
3624050N4476250E;2011;46
3624050N4476350E;2011;33
3624050N4476450E;2011;35
3624050N4476550E;2011;51
3624050N4476650E;2011;45
3624050N4476750E;2011;37
3624050N4476850E;2011;37
3624050N4476950E;2011;111
3624050N4477050E;2011;149
3624050N4477150E;2011;196
3624050N4477250E;2011;47
3624050N4477350E;2011;48
3624050N4477450E;2011;54
3624050N4477550E;2011;35
3624050N4477650E;2011;29
3624050N4477750E;2011;38
3624050N4477850E;2011;55
3624050N4477950E;2011;61
3624050N4478050E;2011;133
3624050N4478150E;2011;156
3624050N4478250E;2011;223
3624050N4478350E;2011;215
3624050N4478450E;2011;167
3624050N4478550E;2011;99
3624050N4478650E;2011;15-20
3624050N4478750E;2011;22
3624050N4478850E;2011;64
3624050N4478950E;2011;63
3624050N4479050E;2011;36
3624050N4479150E;2011;28
3624050N4479250E;2011;31
3624050N4479350E;2011;33
3624050N4479450E;2011;29
3624050N4479550E;2011;40
3624050N4479650E;2011;26
3624050N4480050E;2011;32
3624050N4480450E;2011;61
3624050N4480550E;2011;258
3624050N4480650E;2011;278
3624050N4480750E;2011;274
3624050N4480850E;2011;99
3624050N4480950E;2011;88
3624050N4481050E;2011;384
3624050N4481150E;2011;406
3624050N4481250E;2011;335
3624050N4481350E;2011;195
3624050N4481450E;2011;37
3624050N4481550E;2011;200
3624050N4481650E;2011;347
3624050N4481750E;2011;299
3624050N4481950E;2011;95
3624050N4482050E;2011;59
3624050N4482550E;2011;22
3624050N4482650E;2011;354
3624050N4482750E;2011;368
3624050N4482850E;2011;63
3624050N4483050E;2011;27
3624050N4483150E;2011;343
3624050N4483250E;2011;137
3624050N4483350E;2011;90
3624050N4483450E;2011;29
3624050N4483650E;2011;1-5
3624050N4483750E;2011;82
3624050N4483850E;2011;147
3624050N4483950E;2011;24
3624150N4462850E;2011;5-10
3624150N4463750E;2011;1-5
3624150N4464150E;2011;1-5
3624150N4464250E;2011;1-5
3624150N4472150E;2011;1-5
3624150N4472250E;2011;23
3624150N4472350E;2011;15-20
3624150N4472450E;2011;26
3624150N4472550E;2011;21
3624150N4472650E;2011;24
3624150N4472750E;2011;15-20
3624150N4474350E;2011;66
3624150N4474450E;2011;80
3624150N4474550E;2011;53
3624150N4474650E;2011;67
3624150N4474750E;2011;25
3624150N4474950E;2011;5-10
3624150N4475050E;2011;27
3624150N4475150E;2011;26
3624150N4475250E;2011;49
3624150N4475350E;2011;51
3624150N4475450E;2011;65
3624150N4475550E;2011;115
3624150N4475650E;2011;10-15
3624150N4475750E;2011;42
3624150N4475850E;2011;1-5
3624150N4476050E;2011;15-20
3624150N4476150E;2011;22
3624150N4476250E;2011;53
3624150N4476350E;2011;39
3624150N4476450E;2011;22
3624150N4476550E;2011;1-5
3624150N4476650E;2011;10-15
3624150N4476750E;2011;61
3624150N4476850E;2011;15-20
3624150N4476950E;2011;77
3624150N4477050E;2011;115
3624150N4477150E;2011;101
3624150N4477250E;2011;29
3624150N4477350E;2011;37
3624150N4477450E;2011;48
3624150N4477550E;2011;30
3624150N4477650E;2011;42
3624150N4477750E;2011;43
3624150N4477850E;2011;33
3624150N4477950E;2011;62
3624150N4478050E;2011;171
3624150N4478150E;2011;64
3624150N4478250E;2011;97
3624150N4478350E;2011;172
3624150N4478450E;2011;249
3624150N4478550E;2011;264
3624150N4478650E;2011;103
3624150N4478850E;2011;24
3624150N4478950E;2011;28
3624150N4479050E;2011;5-10
3624150N4479150E;2011;76
3624150N4479250E;2011;37
3624150N4479350E;2011;50
3624150N4479450E;2011;52
3624150N4479550E;2011;31
3624150N4479650E;2011;95
3624150N4479750E;2011;98
3624150N4479850E;2011;48
3624150N4479950E;2011;131
3624150N4480050E;2011;135
3624150N4480150E;2011;112
3624150N4480250E;2011;132
3624150N4480450E;2011;39
3624150N4480550E;2011;218
3624150N4480650E;2011;178
3624150N4480750E;2011;151
3624150N4480850E;2011;158
3624150N4480950E;2011;142
3624150N4481050E;2011;249
3624150N4481150E;2011;297
3624150N4481250E;2011;231
3624150N4481350E;2011;372
3624150N4481450E;2011;286
3624150N4481550E;2011;71
3624150N4481650E;2011;289
3624150N4481750E;2011;380
3624150N4481850E;2011;316
3624150N4481950E;2011;46
3624150N4482450E;2011;1-5
3624150N4482650E;2011;65
3624150N4482750E;2011;369
3624150N4482850E;2011;364
3624150N4482950E;2011;118
3624150N4483250E;2011;176
3624150N4483350E;2011;84
3624150N4483550E;2011;27
3624150N4483850E;2011;136
3624150N4483950E;2011;40
3624150N4484250E;2011;47
3624150N4484350E;2011;58
3624150N4484450E;2011;32
3624250N4462850E;2011;1-5
3624250N4463750E;2011;1-5
3624250N4463950E;2011;1-5
3624250N4469250E;2011;1-5
3624250N4472150E;2011;10-15
3624250N4472250E;2011;22
3624250N4472350E;2011;23
3624250N4472450E;2011;10-15
3624250N4472550E;2011;15-20
3624250N4472650E;2011;29
3624250N4472750E;2011;26
3624250N4472850E;2011;26
3624250N4473250E;2011;1-5
3624250N4474350E;2011;29
3624250N4474450E;2011;51
3624250N4474550E;2011;58
3624250N4474650E;2011;41
3624250N4474750E;2011;55
3624250N4475150E;2011;76
3624250N4475250E;2011;116
3624250N4475350E;2011;101
3624250N4475450E;2011;53
3624250N4475550E;2011;21
3624250N4475750E;2011;5-10
3624250N4476050E;2011;1-5
3624250N4476150E;2011;36
3624250N4476250E;2011;64
3624250N4476350E;2011;37
3624250N4476450E;2011;34
3624250N4476550E;2011;5-10
3624250N4476650E;2011;21
3624250N4476750E;2011;30
3624250N4476850E;2011;21
3624250N4476950E;2011;10-15
3624250N4477050E;2011;10-15
3624250N4477150E;2011;50
3624250N4477250E;2011;53
3624250N4477350E;2011;37
3624250N4477450E;2011;33
3624250N4477550E;2011;45
3624250N4477650E;2011;51
3624250N4477750E;2011;38
3624250N4477850E;2011;36
3624250N4477950E;2011;30
3624250N4478050E;2011;24
3624250N4478150E;2011;27
3624250N4478250E;2011;33
3624250N4478350E;2011;50
3624250N4478450E;2011;123
3624250N4478550E;2011;81
3624250N4478650E;2011;114
3624250N4478850E;2011;1-5
3624250N4478950E;2011;35
3624250N4479050E;2011;53
3624250N4479150E;2011;55
3624250N4479250E;2011;47
3624250N4479350E;2011;89
3624250N4479450E;2011;111
3624250N4479550E;2011;185
3624250N4479650E;2011;163
3624250N4479750E;2011;87
3624250N4479850E;2011;168
3624250N4479950E;2011;102
3624250N4480050E;2011;204
3624250N4480150E;2011;188
3624250N4480250E;2011;72
3624250N4480350E;2011;10-15
3624250N4480450E;2011;5-10
3624250N4480550E;2011;65
3624250N4480650E;2011;97
3624250N4480750E;2011;323
3624250N4480850E;2011;70
3624250N4480950E;2011;143
3624250N4481050E;2011;294
3624250N4481150E;2011;400
3624250N4481250E;2011;399
3624250N4481350E;2011;216
3624250N4481450E;2011;238
3624250N4481550E;2011;347
3624250N4481650E;2011;155
3624250N4481750E;2011;265
3624250N4481850E;2011;201
3624250N4481950E;2011;344
3624250N4482050E;2011;15-20
3624250N4482750E;2011;31
3624250N4482850E;2011;271
3624250N4482950E;2011;329
3624250N4483050E;2011;101
3624250N4483250E;2011;22
3624250N4483350E;2011;267
3624250N4483450E;2011;112
3624250N4483550E;2011;290
3624250N4483650E;2011;146
3624250N4483750E;2011;128
3624250N4483850E;2011;31
3624250N4483950E;2011;203
3624250N4484050E;2011;15-20
3624250N4484350E;2011;50
3624250N4484550E;2011;92
3624250N4485150E;2011;1-5
3624350N4463450E;2011;1-5
3624350N4463550E;2011;1-5
3624350N4463750E;2011;1-5
3624350N4463850E;2011;1-5
3624350N4469650E;2011;1-5
3624350N4472150E;2011;10-15
3624350N4472250E;2011;21
3624350N4472350E;2011;24
3624350N4472450E;2011;21
3624350N4472550E;2011;24
3624350N4472650E;2011;28
3624350N4472750E;2011;15-20
3624350N4472850E;2011;22
3624350N4472950E;2011;24
3624350N4473050E;2011;1-5
3624350N4473550E;2011;1-5
3624350N4474250E;2011;10-15
3624350N4474350E;2011;32
3624350N4474450E;2011;32
3624350N4474550E;2011;1-5
3624350N4474650E;2011;5-10
3624350N4474750E;2011;49
3624350N4474850E;2011;26
3624350N4474950E;2011;15-20
3624350N4475150E;2011;37
3624350N4475250E;2011;60
3624350N4475350E;2011;52
3624350N4475450E;2011;47
3624350N4475550E;2011;33
3624350N4475650E;2011;10-15
3624350N4475750E;2011;62
3624350N4476050E;2011;10-15
3624350N4476150E;2011;63
3624350N4476250E;2011;82
3624350N4476350E;2011;10-15
3624350N4476450E;2011;22
3624350N4476550E;2011;41
3624350N4476650E;2011;55
3624350N4476750E;2011;30
3624350N4476850E;2011;32
3624350N4476950E;2011;20
3624350N4477050E;2011;33
3624350N4477150E;2011;15-20
3624350N4477250E;2011;43
3624350N4477350E;2011;31
3624350N4477450E;2011;27
3624350N4477550E;2011;69
3624350N4477650E;2011;29
3624350N4477750E;2011;48
3624350N4477850E;2011;40
3624350N4477950E;2011;39
3624350N4478050E;2011;33
3624350N4478150E;2011;39
3624350N4478250E;2011;33
3624350N4478350E;2011;49
3624350N4478450E;2011;15-20
3624350N4478550E;2011;1-5
3624350N4478650E;2011;212
3624350N4478750E;2011;163
3624350N4478950E;2011;30
3624350N4479050E;2011;49
3624350N4479150E;2011;30
3624350N4479250E;2011;98
3624350N4479350E;2011;153
3624350N4479450E;2011;77
3624350N4479550E;2011;15-20
3624350N4479650E;2011;129
3624350N4479750E;2011;146
3624350N4479850E;2011;140
3624350N4480050E;2011;221
3624350N4480150E;2011;173
3624350N4480250E;2011;110
3624350N4480350E;2011;126
