GC100m;Year;Total population in cell
3624350N4480450E;2011;207
3624350N4480550E;2011;171
3624350N4480650E;2011;299
3624350N4480750E;2011;373
3624350N4480850E;2011;40
3624350N4480950E;2011;291
3624350N4481050E;2011;249
3624350N4481150E;2011;475
3624350N4481250E;2011;92
3624350N4481350E;2011;181
3624350N4481450E;2011;458
3624350N4481550E;2011;329
3624350N4481650E;2011;372
3624350N4481750E;2011;297
3624350N4481850E;2011;158
3624350N4482850E;2011;25
3624350N4482950E;2011;209
3624350N4483050E;2011;337
3624350N4483150E;2011;81
3624350N4483250E;2011;221
3624350N4483350E;2011;338
3624350N4483450E;2011;324
3624350N4483550E;2011;438
3624350N4483650E;2011;464
3624350N4483750E;2011;286
3624350N4483850E;2011;201
3624350N4483950E;2011;176
3624350N4484050E;2011;38
3624350N4484150E;2011;161
3624350N4484250E;2011;51
3624350N4484350E;2011;58
3624350N4484550E;2011;33
3624450N4462550E;2011;1-5
3624450N4462650E;2011;1-5
3624450N4462750E;2011;5-10
3624450N4462850E;2011;1-5
3624450N4462950E;2011;5-10
3624450N4463250E;2011;1-5
3624450N4470450E;2011;10-15
3624450N4470550E;2011;10-15
3624450N4470750E;2011;1-5
3624450N4472150E;2011;10-15
3624450N4472250E;2011;28
3624450N4472350E;2011;22
3624450N4472450E;2011;24
3624450N4472550E;2011;15-20
3624450N4472650E;2011;25
3624450N4472750E;2011;25
3624450N4472850E;2011;20
3624450N4472950E;2011;25
3624450N4473050E;2011;15-20
3624450N4473550E;2011;1-5
3624450N4473650E;2011;31
3624450N4474150E;2011;1-5
3624450N4474250E;2011;10-15
3624450N4474350E;2011;23
3624450N4474450E;2011;33
3624450N4474550E;2011;10-15
3624450N4474650E;2011;21
3624450N4474750E;2011;36
3624450N4474850E;2011;29
3624450N4474950E;2011;20
3624450N4475050E;2011;5-10
3624450N4475150E;2011;5-10
3624450N4475250E;2011;22
3624450N4475350E;2011;29
3624450N4475450E;2011;87
3624450N4475550E;2011;53
3624450N4475650E;2011;101
3624450N4475750E;2011;44
3624450N4475850E;2011;32
3624450N4476050E;2011;10-15
3624450N4476150E;2011;44
3624450N4476250E;2011;42
3624450N4476350E;2011;41
3624450N4476450E;2011;58
3624450N4476550E;2011;52
3624450N4476650E;2011;95
3624450N4476750E;2011;54
3624450N4476850E;2011;37
3624450N4476950E;2011;22
3624450N4477050E;2011;45
3624450N4477150E;2011;35
3624450N4477250E;2011;40
3624450N4477350E;2011;39
3624450N4477450E;2011;36
3624450N4477550E;2011;55
3624450N4477650E;2011;38
3624450N4477750E;2011;44
3624450N4477850E;2011;37
3624450N4477950E;2011;41
3624450N4478050E;2011;31
3624450N4478150E;2011;51
3624450N4478250E;2011;58
3624450N4478350E;2011;44
3624450N4478450E;2011;45
3624450N4478650E;2011;158
3624450N4478750E;2011;255
3624450N4478950E;2011;5-10
3624450N4479050E;2011;5-10
3624450N4479350E;2011;48
3624450N4479550E;2011;75
3624450N4479650E;2011;181
3624450N4479750E;2011;221
3624450N4479850E;2011;161
3624450N4479950E;2011;256
3624450N4480050E;2011;231
3624450N4480150E;2011;110
3624450N4480250E;2011;133
3624450N4480350E;2011;43
3624450N4480450E;2011;270
3624450N4480550E;2011;166
3624450N4480650E;2011;392
3624450N4480750E;2011;131
3624450N4480850E;2011;194
3624450N4480950E;2011;105
3624450N4481050E;2011;146
3624450N4481150E;2011;256
3624450N4481250E;2011;97
3624450N4481350E;2011;177
3624450N4481450E;2011;247
3624450N4481550E;2011;416
3624450N4481650E;2011;259
3624450N4481750E;2011;71
3624450N4482350E;2011;25
3624450N4482450E;2011;28
3624450N4482950E;2011;159
3624450N4483050E;2011;162
3624450N4483150E;2011;240
3624450N4483250E;2011;239
3624450N4483350E;2011;411
3624450N4483450E;2011;494
3624450N4483550E;2011;423
3624450N4483650E;2011;508
3624450N4483750E;2011;329
3624450N4483850E;2011;167
3624450N4483950E;2011;282
3624450N4484050E;2011;75
3624450N4484150E;2011;207
3624450N4484250E;2011;89
3624450N4484450E;2011;15-20
3624550N4462650E;2011;5-10
3624550N4468750E;2011;1-5
3624550N4470450E;2011;1-5
3624550N4470550E;2011;1-5
3624550N4470650E;2011;1-5
3624550N4472250E;2011;1-5
3624550N4472450E;2011;15-20
3624550N4472550E;2011;23
3624550N4472650E;2011;25
3624550N4472750E;2011;20
3624550N4472850E;2011;36
3624550N4472950E;2011;21
3624550N4473050E;2011;1-5
3624550N4473550E;2011;15-20
3624550N4473650E;2011;32
3624550N4474250E;2011;32
3624550N4474350E;2011;35
3624550N4474450E;2011;34
3624550N4474550E;2011;10-15
3624550N4474650E;2011;10-15
3624550N4474750E;2011;26
3624550N4474850E;2011;32
3624550N4474950E;2011;15-20
3624550N4475050E;2011;15-20
3624550N4475350E;2011;10-15
3624550N4475450E;2011;90
3624550N4475550E;2011;61
3624550N4475650E;2011;128
3624550N4475750E;2011;62
3624550N4475850E;2011;30
3624550N4475950E;2011;15-20
3624550N4476050E;2011;48
3624550N4476150E;2011;43
3624550N4476250E;2011;47
3624550N4476350E;2011;29
3624550N4476450E;2011;77
3624550N4476550E;2011;95
3624550N4476650E;2011;156
3624550N4476750E;2011;35
3624550N4476850E;2011;32
3624550N4476950E;2011;40
3624550N4477050E;2011;28
3624550N4477150E;2011;41
3624550N4477250E;2011;28
3624550N4477350E;2011;49
3624550N4477450E;2011;51
3624550N4477550E;2011;52
3624550N4477650E;2011;36
3624550N4477750E;2011;34
3624550N4477850E;2011;26
3624550N4477950E;2011;40
3624550N4478050E;2011;46
3624550N4478150E;2011;39
3624550N4478250E;2011;41
3624550N4478350E;2011;66
3624550N4478450E;2011;60
3624550N4478550E;2011;35
3624550N4478750E;2011;331
3624550N4478850E;2011;66
3624550N4479350E;2011;40
3624550N4479450E;2011;173
3624550N4479550E;2011;205
3624550N4479650E;2011;184
3624550N4479750E;2011;189
3624550N4479850E;2011;242
3624550N4479950E;2011;191
3624550N4480050E;2011;145
3624550N4480250E;2011;24
3624550N4480350E;2011;67
3624550N4480450E;2011;93
3624550N4480550E;2011;178
3624550N4480650E;2011;292
3624550N4480750E;2011;268
3624550N4480850E;2011;328
3624550N4480950E;2011;53
3624550N4481050E;2011;146
3624550N4481150E;2011;262
3624550N4481250E;2011;338
3624550N4481350E;2011;242
3624550N4481450E;2011;84
3624550N4481550E;2011;346
3624550N4481650E;2011;162
3624550N4481750E;2011;447
3624550N4482350E;2011;35
3624550N4483050E;2011;100
3624550N4483150E;2011;213
3624550N4483250E;2011;196
3624550N4483350E;2011;272
3624550N4483450E;2011;259
3624550N4483550E;2011;281
3624550N4483650E;2011;479
3624550N4483750E;2011;444
3624550N4483850E;2011;316
3624550N4483950E;2011;304
3624550N4484050E;2011;23
3624550N4484150E;2011;191
3624550N4484250E;2011;10-15
3624550N4484550E;2011;22
3624650N4472450E;2011;23
3624650N4472550E;2011;15-20
3624650N4472650E;2011;10-15
3624650N4472750E;2011;1-5
3624650N4472850E;2011;5-10
3624650N4472950E;2011;1-5
3624650N4473350E;2011;10-15
3624650N4473450E;2011;5-10
3624650N4473550E;2011;15-20
3624650N4473650E;2011;30
3624650N4474250E;2011;15-20
3624650N4474350E;2011;27
3624650N4474450E;2011;58
3624650N4474550E;2011;5-10
3624650N4474650E;2011;5-10
3624650N4474750E;2011;28
3624650N4474850E;2011;20
3624650N4474950E;2011;24
3624650N4475050E;2011;15-20
3624650N4475150E;2011;15-20
3624650N4475350E;2011;69
3624650N4475550E;2011;29
3624650N4475650E;2011;43
3624650N4475750E;2011;67
3624650N4475850E;2011;33
3624650N4475950E;2011;34
3624650N4476050E;2011;36
3624650N4476150E;2011;39
3624650N4476250E;2011;28
3624650N4476350E;2011;26
3624650N4476450E;2011;48
3624650N4476550E;2011;87
3624650N4476650E;2011;118
3624650N4476750E;2011;44
3624650N4476850E;2011;32
3624650N4476950E;2011;31
3624650N4477050E;2011;33
3624650N4477150E;2011;41
3624650N4477250E;2011;32
3624650N4477350E;2011;45
3624650N4477450E;2011;35
3624650N4477550E;2011;29
3624650N4477650E;2011;37
3624650N4477750E;2011;46
3624650N4477850E;2011;59
3624650N4477950E;2011;36
3624650N4478050E;2011;48
3624650N4478150E;2011;24
3624650N4478250E;2011;31
3624650N4478350E;2011;62
3624650N4478450E;2011;44
3624650N4478550E;2011;62
3624650N4478650E;2011;10-15
3624650N4478850E;2011;10-15
3624650N4479450E;2011;138
3624650N4479550E;2011;131
3624650N4479650E;2011;167
3624650N4479750E;2011;124
3624650N4479850E;2011;247
3624650N4479950E;2011;220
3624650N4480050E;2011;62
3624650N4480150E;2011;95
3624650N4480250E;2011;97
3624650N4480350E;2011;56
3624650N4480450E;2011;234
3624650N4480550E;2011;61
3624650N4480650E;2011;130
3624650N4480750E;2011;284
3624650N4480850E;2011;350
3624650N4480950E;2011;145
3624650N4481050E;2011;308
3624650N4481150E;2011;278
3624650N4481250E;2011;247
3624650N4481350E;2011;395
3624650N4481450E;2011;228
3624650N4481550E;2011;363
3624650N4481650E;2011;413
3624650N4481750E;2011;120
3624650N4482850E;2011;1-5
3624650N4482950E;2011;42
3624650N4483050E;2011;125
3624650N4483150E;2011;171
3624650N4483250E;2011;437
3624650N4483350E;2011;374
3624650N4483450E;2011;169
3624650N4483550E;2011;88
3624650N4483650E;2011;233
3624650N4483750E;2011;413
3624650N4483850E;2011;333
3624650N4483950E;2011;306
3624650N4484150E;2011;163
3624650N4484250E;2011;105
3624750N4472250E;2011;1-5
3624750N4472450E;2011;21
3624750N4472550E;2011;21
3624750N4472650E;2011;5-10
3624750N4473450E;2011;10-15
3624750N4473550E;2011;10-15
3624750N4473650E;2011;10-15
3624750N4473750E;2011;55
3624750N4473850E;2011;51
3624750N4473950E;2011;25
3624750N4474050E;2011;83
3624750N4474150E;2011;43
3624750N4474250E;2011;39
3624750N4474350E;2011;21
3624750N4474450E;2011;15-20
3624750N4474550E;2011;1-5
3624750N4474650E;2011;22
3624750N4474750E;2011;62
3624750N4474850E;2011;28
3624750N4474950E;2011;15-20
3624750N4475050E;2011;21
3624750N4475150E;2011;33
3624750N4475250E;2011;15-20
3624750N4475350E;2011;5-10
3624750N4475550E;2011;46
3624750N4475650E;2011;66
3624750N4475750E;2011;29
3624750N4475850E;2011;29
3624750N4475950E;2011;15-20
3624750N4476050E;2011;39
3624750N4476150E;2011;40
3624750N4476250E;2011;31
3624750N4476350E;2011;42
3624750N4476450E;2011;44
3624750N4476550E;2011;114
3624750N4476650E;2011;87
3624750N4476750E;2011;36
3624750N4476850E;2011;26
3624750N4476950E;2011;85
3624750N4477050E;2011;33
3624750N4477150E;2011;33
3624750N4477250E;2011;29
3624750N4477350E;2011;42
3624750N4477450E;2011;37
3624750N4477550E;2011;45
3624750N4477650E;2011;81
3624750N4477750E;2011;42
3624750N4477850E;2011;74
3624750N4477950E;2011;93
3624750N4478050E;2011;168
3624750N4478150E;2011;172
3624750N4478250E;2011;36
3624750N4478350E;2011;45
3624750N4478450E;2011;50
3624750N4478550E;2011;42
3624750N4478650E;2011;38
3624750N4479550E;2011;161
3624750N4479650E;2011;236
3624750N4479750E;2011;274
3624750N4479850E;2011;150
3624750N4479950E;2011;273
3624750N4480050E;2011;246
3624750N4480150E;2011;264
3624750N4480250E;2011;307
3624750N4480350E;2011;247
3624750N4480450E;2011;165
3624750N4480550E;2011;166
3624750N4480750E;2011;208
3624750N4480850E;2011;366
3624750N4480950E;2011;124
3624750N4481050E;2011;340
3624750N4481150E;2011;31
3624750N4481250E;2011;167
3624750N4481350E;2011;402
3624750N4481450E;2011;157
3624750N4481550E;2011;10-15
3624750N4481650E;2011;42
3624750N4481750E;2011;32
3624750N4482750E;2011;15-20
3624750N4482850E;2011;186
3624750N4482950E;2011;123
3624750N4483050E;2011;169
3624750N4483150E;2011;206
3624750N4483250E;2011;308
3624750N4483350E;2011;315
3624750N4483450E;2011;64
3624750N4483550E;2011;35
3624750N4483650E;2011;153
3624750N4483750E;2011;368
3624750N4483850E;2011;260
3624750N4483950E;2011;79
3624750N4484150E;2011;30
3624750N4484250E;2011;47
3624850N4472450E;2011;22
3624850N4472550E;2011;15-20
3624850N4472650E;2011;15-20
3624850N4473850E;2011;10-15
3624850N4473950E;2011;23
3624850N4474050E;2011;1-5
3624850N4474150E;2011;1-5
3624850N4474250E;2011;10-15
3624850N4474350E;2011;15-20
3624850N4474450E;2011;45
3624850N4474550E;2011;27
3624850N4474650E;2011;5-10
3624850N4474750E;2011;48
3624850N4474850E;2011;23
3624850N4474950E;2011;45
3624850N4475050E;2011;20
3624850N4475150E;2011;54
3624850N4475250E;2011;15-20
3624850N4475350E;2011;44
3624850N4475550E;2011;15-20
3624850N4475650E;2011;24
3624850N4475750E;2011;36
3624850N4475850E;2011;37
3624850N4475950E;2011;15-20
3624850N4476050E;2011;44
3624850N4476150E;2011;32
3624850N4476250E;2011;48
3624850N4476350E;2011;31
3624850N4476450E;2011;5-10
3624850N4476650E;2011;37
3624850N4476750E;2011;33
3624850N4476850E;2011;56
3624850N4476950E;2011;34
3624850N4477050E;2011;50
3624850N4477150E;2011;39
3624850N4477250E;2011;25
3624850N4477350E;2011;49
3624850N4477450E;2011;42
3624850N4477550E;2011;85
3624850N4477650E;2011;142
3624850N4477750E;2011;145
3624850N4477850E;2011;92
3624850N4478050E;2011;107
3624850N4478150E;2011;10-15
3624850N4478250E;2011;34
3624850N4478350E;2011;47
3624850N4478450E;2011;137
3624850N4478550E;2011;100
3624850N4478650E;2011;69
3624850N4478950E;2011;278
3624850N4479550E;2011;182
3624850N4479650E;2011;209
3624850N4479750E;2011;143
3624850N4479850E;2011;148
3624850N4479950E;2011;277
3624850N4480050E;2011;299
3624850N4480150E;2011;297
3624850N4480250E;2011;101
3624850N4480350E;2011;183
3624850N4480450E;2011;1-5
3624850N4480850E;2011;472
3624850N4480950E;2011;52
3624850N4481050E;2011;242
3624850N4481150E;2011;202
3624850N4481250E;2011;216
3624850N4481350E;2011;171
3624850N4481450E;2011;59
3624850N4481550E;2011;278
3624850N4481750E;2011;101
3624850N4481850E;2011;150
3624850N4481950E;2011;5-10
3624850N4482950E;2011;93
3624850N4483050E;2011;123
3624850N4483150E;2011;344
3624850N4483250E;2011;473
3624850N4483350E;2011;303
3624850N4483450E;2011;288
3624850N4483550E;2011;41
3624850N4483650E;2011;37
3624850N4483750E;2011;30
3624850N4483850E;2011;236
3624850N4483950E;2011;87
3624950N4469150E;2011;1-5
3624950N4472450E;2011;20
3624950N4472550E;2011;21
3624950N4472650E;2011;5-10
3624950N4473850E;2011;21
3624950N4473950E;2011;24
3624950N4474250E;2011;15-20
3624950N4474350E;2011;27
3624950N4474450E;2011;28
3624950N4474550E;2011;10-15
3624950N4474750E;2011;15-20
3624950N4474850E;2011;25
3624950N4474950E;2011;24
3624950N4475050E;2011;15-20
3624950N4475150E;2011;74
3624950N4475250E;2011;42
3624950N4475350E;2011;55
3624950N4475450E;2011;1-5
3624950N4475550E;2011;36
3624950N4475650E;2011;27
3624950N4475750E;2011;32
3624950N4475850E;2011;27
3624950N4475950E;2011;21
3624950N4476050E;2011;21
3624950N4476150E;2011;33
3624950N4476250E;2011;38
3624950N4476350E;2011;60
3624950N4476450E;2011;41
3624950N4476650E;2011;87
3624950N4476750E;2011;33
3624950N4476850E;2011;28
3624950N4476950E;2011;32
3624950N4477050E;2011;44
3624950N4477150E;2011;41
3624950N4477250E;2011;36
3624950N4477350E;2011;38
3624950N4477450E;2011;41
3624950N4477550E;2011;75
3624950N4477650E;2011;139
3624950N4477750E;2011;186
3624950N4477850E;2011;192
3624950N4477950E;2011;133
3624950N4478050E;2011;202
3624950N4478150E;2011;95
3624950N4478250E;2011;126
3624950N4478350E;2011;81
3624950N4478450E;2011;81
3624950N4478550E;2011;90
3624950N4478650E;2011;179
3624950N4478750E;2011;30
3624950N4478850E;2011;107
3624950N4478950E;2011;325
3624950N4479050E;2011;69
3624950N4479550E;2011;66
3624950N4479650E;2011;365
3624950N4479750E;2011;145
3624950N4479850E;2011;243
3624950N4479950E;2011;371
3624950N4480050E;2011;259
3624950N4480150E;2011;210
3624950N4480250E;2011;157
3624950N4480550E;2011;43
3624950N4480850E;2011;410
3624950N4480950E;2011;156
3624950N4481050E;2011;139
3624950N4481150E;2011;402
3624950N4481250E;2011;333
3624950N4481350E;2011;155
3624950N4481450E;2011;297
3624950N4481550E;2011;387
3624950N4481850E;2011;125
3624950N4483050E;2011;51
3624950N4483150E;2011;280
3624950N4483250E;2011;264
3624950N4483350E;2011;135
3624950N4483450E;2011;299
3624950N4483550E;2011;230
3624950N4483650E;2011;31
3624950N4483750E;2011;73
3624950N4483850E;2011;393
3624950N4483950E;2011;241
3624950N4485350E;2011;1-5
3625050N4469150E;2011;15-20
3625050N4469650E;2011;1-5
3625050N4470450E;2011;1-5
3625050N4470950E;2011;5-10
3625050N4472450E;2011;22
3625050N4472550E;2011;28
3625050N4472650E;2011;1-5
3625050N4473850E;2011;35
3625050N4473950E;2011;26
3625050N4474050E;2011;15-20
3625050N4474150E;2011;15-20
3625050N4474250E;2011;21
3625050N4474350E;2011;38
3625050N4474450E;2011;30
3625050N4474550E;2011;41
3625050N4474750E;2011;23
3625050N4474850E;2011;30
3625050N4474950E;2011;30
3625050N4475050E;2011;15-20
3625050N4475150E;2011;95
3625050N4475450E;2011;22
3625050N4475550E;2011;43
3625050N4475650E;2011;32
3625050N4475750E;2011;28
3625050N4475850E;2011;10-15
3625050N4475950E;2011;24
3625050N4476050E;2011;38
3625050N4476150E;2011;37
3625050N4476250E;2011;48
3625050N4476350E;2011;31
3625050N4476450E;2011;106
3625050N4476550E;2011;5-10
3625050N4476650E;2011;90
3625050N4476750E;2011;15-20
3625050N4476850E;2011;52
3625050N4476950E;2011;36
3625050N4477050E;2011;20
3625050N4477150E;2011;52
3625050N4477250E;2011;42
3625050N4477350E;2011;80
3625050N4477450E;2011;69
3625050N4477550E;2011;85
3625050N4477650E;2011;101
3625050N4477750E;2011;153
3625050N4477850E;2011;177
3625050N4477950E;2011;58
3625050N4478050E;2011;91
3625050N4478150E;2011;27
3625050N4478350E;2011;106
3625050N4478450E;2011;124
3625050N4478550E;2011;162
3625050N4478650E;2011;124
3625050N4478750E;2011;278
3625050N4478850E;2011;60
3625050N4478950E;2011;157
3625050N4479050E;2011;158
3625050N4479350E;2011;69
3625050N4479550E;2011;59
3625050N4479650E;2011;82
3625050N4479750E;2011;44
3625050N4479850E;2011;121
3625050N4479950E;2011;355
3625050N4480050E;2011;192
3625050N4480150E;2011;73
3625050N4480250E;2011;154
3625050N4480350E;2011;133
3625050N4480450E;2011;185
3625050N4480550E;2011;62
3625050N4480850E;2011;291
3625050N4480950E;2011;470
3625050N4481050E;2011;164
3625050N4481150E;2011;383
3625050N4481250E;2011;360
3625050N4481350E;2011;291
3625050N4481450E;2011;186
3625050N4481750E;2011;68
3625050N4481850E;2011;32
3625050N4481950E;2011;65
3625050N4482150E;2011;1-5
3625050N4483050E;2011;5-10
3625050N4483150E;2011;347
3625050N4483250E;2011;265
3625050N4483350E;2011;146
3625050N4483450E;2011;292
3625050N4483550E;2011;449
3625050N4483650E;2011;452
3625050N4483750E;2011;293
3625050N4483850E;2011;430
3625050N4483950E;2011;154
3625150N4469150E;2011;5-10
3625150N4470550E;2011;1-5
3625150N4472450E;2011;15-20
3625150N4472550E;2011;24
3625150N4472650E;2011;10-15
3625150N4473850E;2011;15-20
3625150N4473950E;2011;23
3625150N4474050E;2011;36
3625150N4474150E;2011;28
3625150N4474250E;2011;23
3625150N4474350E;2011;23
3625150N4474450E;2011;23
3625150N4474550E;2011;47
3625150N4474650E;2011;15-20
3625150N4474750E;2011;10-15
3625150N4474850E;2011;15-20
3625150N4474950E;2011;41
3625150N4475050E;2011;23
3625150N4475150E;2011;46
3625150N4475350E;2011;5-10
3625150N4475450E;2011;10-15
3625150N4475550E;2011;27
3625150N4475650E;2011;29
3625150N4475750E;2011;34
3625150N4475850E;2011;22
3625150N4475950E;2011;38
3625150N4476050E;2011;15-20
3625150N4476150E;2011;26
3625150N4476250E;2011;44
3625150N4476350E;2011;35
3625150N4476450E;2011;106
3625150N4476550E;2011;39
3625150N4476650E;2011;82
3625150N4476750E;2011;29
3625150N4476850E;2011;67
3625150N4476950E;2011;44
3625150N4477050E;2011;30
3625150N4477150E;2011;30
3625150N4477250E;2011;48
3625150N4477350E;2011;158
3625150N4477450E;2011;251
3625150N4477550E;2011;226
3625150N4477650E;2011;35
3625150N4477750E;2011;258
3625150N4477850E;2011;43
3625150N4477950E;2011;37
3625150N4478050E;2011;53
3625150N4478350E;2011;47
3625150N4478450E;2011;69
3625150N4478550E;2011;120
3625150N4478650E;2011;119
3625150N4478750E;2011;23
3625150N4478850E;2011;63
3625150N4478950E;2011;147
3625150N4479050E;2011;55
3625150N4479350E;2011;156
3625150N4479450E;2011;159
3625150N4479550E;2011;5-10
3625150N4479650E;2011;62
3625150N4479750E;2011;228
3625150N4479850E;2011;149
3625150N4479950E;2011;140
3625150N4480050E;2011;180
3625150N4480150E;2011;195
3625150N4480250E;2011;101
3625150N4480350E;2011;107
3625150N4480550E;2011;233
3625150N4480650E;2011;99
3625150N4480850E;2011;71
3625150N4480950E;2011;144
3625150N4481050E;2011;77
3625150N4481150E;2011;181
3625150N4481250E;2011;210
3625150N4481450E;2011;261
3625150N4481550E;2011;71
3625150N4481650E;2011;64
3625150N4481750E;2011;184
3625150N4482050E;2011;1-5
3625150N4482150E;2011;512
3625150N4483150E;2011;417
3625150N4483250E;2011;269
3625150N4483350E;2011;92
3625150N4483550E;2011;271
3625150N4483650E;2011;530
3625150N4483750E;2011;267
3625150N4483850E;2011;371
3625150N4483950E;2011;157
3625250N4471250E;2011;1-5
3625250N4471350E;2011;10-15
3625250N4471450E;2011;26
3625250N4471550E;2011;15-20
3625250N4472650E;2011;1-5
3625250N4473950E;2011;10-15
3625250N4474050E;2011;1-5
3625250N4474150E;2011;15-20
3625250N4474250E;2011;20
3625250N4474350E;2011;29
3625250N4474450E;2011;34
3625250N4474550E;2011;54
